Company,Valuation,Date Joined,Industry,City,Country,Continent,Year Founded,Funding,Select Investors,Joined_by_year,Time to Unicorn,ROI
Pristyn Care,1000000000,2021-12-07,Health,Gurugram,India,Asia,2018,177000000,"Sequoia Capital India, Hummingbird Ventures, Epiq Capital",2021,3,5.649717514124294
Rebel Foods,1000000000,2021-10-07,E-commerce & direct-to-consumer,Pune,India,Asia,2011,521000000,"Sequoia Capital India, Lightbox Ventures, Coatue Management",2021,10,1.9193857965451055
Salt Security,1000000000,2022-02-10,Cybersecurity,Palo Alto,United States,North America,2016,271000000,"Y Combinator, S Capital, Tenaya Capital",2022,6,3.690036900369004
Scalable Capital,1000000000,2021-06-08,Fintech,Munich,Germany,Europe,2014,314000000,"BlackRock, Tengelmann Ventures, Holtzbrinck Ventures",2021,7,3.1847133757961785
SparkCognition,1000000000,2022-01-25,Artificial intelligence,Austin,United States,North America,2013,286000000,"March Capital Partners, Temasek, Doha Venture Capital",2022,9,3.4965034965034967
Stash,1000000000,2021-02-03,Fintech,New York,United States,North America,2015,426000000,"Goodwater Capital, Entree Capital, Valar Ventures",2021,6,2.347417840375587
Symphony,1000000000,2017-05-16,Fintech,New York,United States,North America,2014,511000000,"BNP Paribas, Goldman Sachs, Google",2017,3,1.9569471624266144
Tripledot,1000000000,2022-02-14,Mobile & telecommunications,London,United Kingdom,Europe,2017,202000000,"Lightspeed Venture Partners, Access Industries, Eldridge",2022,5,4.9504950495049505
VideoAmp,1000000000,2021-10-21,Internet software & services,Los Angeles,United States,North America,2014,382000000,"Simon Equity Partners, Wavemaker Partners, Anthem Venture Partners",2021,7,2.6178010471204187
Yidian Zixun,1000000000,2017-10-17,Mobile & telecommunications,Beijing,China,Asia,2021,151000000,"Phoenix New Media, Tianjin Haihe Industry Fund",2017,-4,6.622516556291391
Yotpo,1000000000,2021-03-18,Internet software & services,New York,United States,North America,2011,436000000,"Bessemer Venture Partners, Vintage Investment Partners, Blumberg Capital",2021,10,2.293577981651376
Neon,1000000000,2022-02-14,Fintech,Sao Paulo,Brazil,South America,2016,720000000,"Propel Venture Partners, Monashees+, BBVA",2022,6,1.3888888888888888
Veepee,1000000000,2007-07-02,E-commerce & direct-to-consumer,La Plaine Saint-Denis,France,Europe,2001,-1,"Summit Partners, Qatar Holding",2007,6,-1000000000.0
Alloy,1000000000,2021-09-30,Fintech,New York,United States,North America,2015,156000000,"Bessemer Venture Partners, Eniac Ventures, Canapi Ventures",2021,6,6.410256410256411
Epirus,1000000000,2022-02-14,Other,Hawthorne,United States,North America,2018,287000000,"8VC, Bedrock Capital, Broom Ventures",2022,4,3.484320557491289
Klook,1000000000,2018-08-07,Travel,Central,Hong Kong,Asia,2014,722000000,"Sequoia Capital China, Goldman Sachs, Matrix Partners China",2018,4,1.3850415512465375
Yaoshibang,1000000000,2021-06-15,Health,Guangzhou,China,Asia,2015,496000000,"Green Pine Capital Partners, Ivy Capital, DCM Ventures",2021,6,2.0161290322580645
Signifyd,1000000000,2021-04-15,Fintech,San Jose,United States,North America,2011,390000000,"Menlo Ventures, Resolute Ventures, IA Ventures",2021,10,2.5641025641025643
Motorway,1000000000,2021-11-29,E-commerce & direct-to-consumer,London,United Kingdom,Europe,2017,276000000,"Marchmont Ventures, BMW i Ventures, Index Ventures",2021,4,3.6231884057971016
RIDI,1000000000,2022-01-24,E-commerce & direct-to-consumer,Seoul,South Korea,Asia,2008,178000000,"Atinum Investment, Company K Partners, GIC",2022,14,5.617977528089888
Athletic Greens,1000000000,2022-01-25,Health,New York,United States,North America,2010,115000000,"SC.Holdings, Not Boring Capital, Bolt Ventures",2022,12,8.695652173913043
GPclub,1000000000,2018-10-22,Other,Seoul,South Korea,Asia,2003,67000000,Goldman Sachs,2018,15,14.925373134328359
Grove Collaborative,1000000000,2019-09-06,E-commerce & direct-to-consumer,San Francisco,United States,North America,2016,475000000,"MHS Capital, NextView Ventures, Mayfield Fund",2019,3,2.1052631578947367
Tongdun Technology,1000000000,2019-04-25,Cybersecurity,Hangzhou,China,Asia,2013,252000000,"Advantech Capital, Temasek Holdings Ltd., Tiantu Capital Co.",2019,6,3.9682539682539684
Unisound,1000000000,2018-07-19,Artificial intelligence,Beijing,China,Asia,2012,361000000,"Qiming Venture Partners, China Internet Investment Fund, Qualcomm Ventures",2018,6,2.770083102493075
Betterment,1000000000,2021-09-29,Fintech,New York,United States,North America,2010,335000000,"Bessemer Venture Partners, Menlo Ventures, Anthermis",2021,11,2.985074626865672
Cava Group,1000000000,2021-04-27,Other,Washington,United States,North America,2010,738000000,"SWaN & Legend Ventures, Revolution Growth, Invus Group",2021,11,1.3550135501355014
CoinTracker,1000000000,2022-01-27,Fintech,San Francisco,United States,North America,2017,102000000,"Initialized Capital, General Catalyst, Kraken Ventures",2022,5,9.803921568627452
DistroKid,1000000000,2021-08-16,Internet software & services,New York,United States,North America,2013,-1,"Insight Partners, Silversmith Capital Partners, Spotify",2021,8,-1000000000.0
Domestika,1000000000,2022-01-27,Internet software & services,Berkeley,United States,North America,2012,130000000,"Zeev Ventures, GSV Ventures",2022,10,7.6923076923076925
Flock Freight,1000000000,2021-10-20,"Supply chain, logistics, & delivery",Encinitas,United States,North America,2015,399000000,"SignalFire, GLP Capital Partners, Google Ventures",2021,6,2.506265664160401
InSightec,1000000000,2020-03-06,Health,Tirat Carmel,Israel,Asia,1999,633000000,"York Capital Management, GE Healthcare, Koch Disruptive Technologies",2020,21,1.5797788309636651
Island,1000000000,2022-03-23,Internet software & services,Dallas,United States,North America,2020,215000000,"Insight Partners, Sequoia Capital, Stripes Group",2022,2,4.651162790697675
iTrustCapital,1000000000,2022-01-11,Fintech,Long Beach,United States,North America,2018,128000000,"Left Lane Capital, Walden Venture Capital",2022,4,7.8125
Konfio,1000000000,2021-09-29,Fintech,Mexico City,Mexico,North America,2013,378000000,"Kaszek Ventures, QED Investors, International Finance Corporation",2021,8,2.6455026455026456
LinkTree,1000000000,2022-03-16,Internet software & services,Melbourne,Australia,Oceania,2016,166000000,"AirTree Ventures, Insight Partners, Index Ventures",2022,6,6.024096385542169
Loadsmart,1000000000,2022-02-01,"Supply chain, logistics, & delivery",New York,United States,North America,2014,336000000,"Chromo Invest, Maersk Growth, BlackRock",2022,8,2.9761904761904763
Lukka,1000000000,2022-01-14,Fintech,New York,United States,North America,2014,201000000,"Liberty City Ventures, Soros Fund Management, Summer Capital",2022,8,4.975124378109452
Manner,1000000000,2020-12-24,Other,Shanghai,China,Asia,2015,10000000,"Coatue Management, H Capital, Capital Today",2020,5,100.0
The Brandtech Group,1000000000,2019-11-19,Other,New York,United States,North America,2015,610000000,Undisclosed,2019,4,1.639344262295082
TravelPerk,1000000000,2022-01-12,Travel,Barcelona,Spain,Europe,2015,408000000,"LocalGlobe, Kinnevik, Felix Capital",2022,7,2.450980392156863
YugaByte,1000000000,2021-10-28,Data management & analytics,Sunnyvale,United States,North America,2016,291000000,"Lightspeed Venture Partners, Dell Technologies Capital, Wipro Ventures",2021,5,3.4364261168384878
Intercom,1000000000,2018-03-27,Internet software & services,San Francisco,United States,North America,2011,241000000,"FirstMark Capital, Tiger Global Management",2018,7,4.149377593360996
OVO Energy,1000000000,2019-02-14,Other,Bristol,United Kingdom,Europe,2009,324000000,"Mitsubishi Corporation, Mayfair Equity Partners",2019,10,3.0864197530864197
BigID,1000000000,2020-12-16,Cybersecurity,New York,United States,North America,2015,246000000,"BOLDstart Ventures, SAP.iO Fund, Scale Venture Partners",2020,5,4.065040650406504
CaptivateIQ,1000000000,2022-01-26,Fintech,San Francisco,United States,North America,2014,165000000,"Sequoia Capital, Y Combinator, Accel",2022,8,6.0606060606060606
Flipdish,1000000000,2022-01-13,Internet software & services,Dublin,Ireland,Europe,2015,157000000,"Tencent Holdings, Tiger Global Management, Global Founders Capital",2022,7,6.369426751592357
Honor Technology,1000000000,2021-10-05,Internet software & services,San Francisco,United States,North America,2014,325000000,"Andreessen Horowitz, Prosus Ventures, Thrive Capital",2021,7,3.076923076923077
Incode Technologies,1000000000,2021-12-07,Cybersecurity,San Francisco,United States,North America,2015,257000000,"Dila Capital, Framework Ventures, 3L",2021,6,3.8910505836575875
Kuaikan Manhua,1000000000,2017-12-01,Internet software & services,Beijing,China,Asia,2014,594000000,"Sequoia Capital China, CMC Capital Partners, Tencent Holdings",2017,3,1.6835016835016836
Marshmallow,1000000000,2021-09-08,Fintech,London,United Kingdom,Europe,2017,116000000,"Passion Capital, Hedosophia, Outrun Ventures",2021,4,8.620689655172415
Mythical Games,1000000000,2021-11-04,Internet software & services,Sherman Oaks,United States,North America,2018,260000000,"Javelin Venture Partners, Struck Capital, Alumni Ventures Group",2021,3,3.8461538461538463
Route,1000000000,2022-01-21,"Supply chain, logistics, & delivery",Lehi,United States,North America,2018,482000000,"Madrona Venture Group, Banner Ventures, FJ Labs",2022,4,2.074688796680498
Tackle.io,1000000000,2021-12-21,Internet software & services,Boise,United States,North America,2016,148000000,"Andreessen Horowitz, Bessemer Venture Partners, Coatue Management",2021,5,6.756756756756757
Nexii,1000000000,2021-09-08,Other,Vancouver,Canada,North America,2020,45000000,"Trane Technologies, Honeywell",2021,1,22.22222222222222
GalaxySpace,1000000000,2020-11-17,Mobile & telecommunications,Beijing,China,Asia,2016,14000000,"Shunwei Capital Partners, 5Y Capital, Legend Capital",2020,4,71.42857142857143
Insider,1000000000,2022-02-28,Internet software & services,Istanbul,Turkey,Europe,2012,167000000,"Wamda Capital, Endeavor, Riverwood Capital",2022,10,5.9880239520958085
Spiber,1000000000,2021-09-08,Other,Tsuruoka,Japan,Asia,2007,520000000,"Cool Japan Fund, JAFCO, The Carlyle Group",2021,14,1.9230769230769231
Ada Support,1000000000,2021-05-07,Artificial intelligence,Toronto,Canada,North America,2016,191000000,"Version One Ventures, Bessemer Venture Partners, FirstMark Capital",2021,5,5.2356020942408374
AgentSync,1000000000,2021-12-07,Fintech,Denver,United States,North America,2018,111000000,"Craft Ventures, Caffeinated Capital, Operator Collective",2021,3,9.00900900900901
Alation,1000000000,2021-06-03,Internet software & services,Redwood City,United States,North America,2012,192000000,"Costanoa Ventures, Data Collective, Salesforce Ventures",2021,9,5.208333333333333
BigPanda,1000000000,2022-01-12,Artificial intelligence,Mountain View,United States,North America,2012,317000000,"Advent International, Battery Ventures, Sequoia Capital Israel",2022,10,3.1545741324921135
CarDekho,1000000000,2021-10-13,E-commerce & direct-to-consumer,Jaipur,India,Asia,2008,448000000,"Sequoia Capital India, Hillhouse Capital Management, Sunley House Capital Management",2021,13,2.232142857142857
Copado,1000000000,2021-09-13,Data management & analytics,Chicago,United States,North America,2013,271000000,"Insight Partners, Salesforce Ventures, Perpetual Investors",2021,8,3.690036900369004
DailyPay,1000000000,2021-05-18,Fintech,New York,United States,North America,2016,189000000,"RPM Ventures, Inspiration Ventures, Carrick Capital Partners",2021,5,5.291005291005291
FloQast,1000000000,2021-07-21,Fintech,Los Angeles,United States,North America,2013,230000000,"Polaris Partners, Insight Partners, Norwest Venture Partners",2021,8,4.3478260869565215
Gem,1000000000,2021-09-28,Internet software & services,San Francisco,United States,North America,2017,148000000,"Accel, Greylock Partners, Meritech Capital Partners",2021,4,6.756756756756757
GrubMarket,1000000000,2021-09-14,E-commerce & direct-to-consumer,San Francisco,United States,North America,2013,382000000,"GGV Capital, BlackRock, ACE & Company",2021,8,2.6178010471204187
Helium Systems,1000000000,2022-02-22,Internet software & services,San Francisco,United States,North America,2013,365000000,"FirstMark Capital, Tiger Global Management, FTX Venture",2022,9,2.73972602739726
Inari,1000000000,2021-05-12,Other,Cambridge,United States,North America,2016,337000000,"Flagship Pioneering, Alexandria Venture Investments, Investment Corporation of Dubai",2021,5,2.9673590504451037
Jokr,1000000000,2021-12-02,E-commerce & direct-to-consumer,New York,United States,North America,2021,430000000,"GGV Capital, Tiger Global Management, Greycroft",2021,0,2.3255813953488373
LivSpace,1000000000,2022-02-08,E-commerce & direct-to-consumer,Bengaluru,India,Asia,2015,427000000,"Jungle Ventures, Helion Venture Partners, INGKA Investments",2022,7,2.34192037470726
Merama,1000000000,2021-12-09,E-commerce & direct-to-consumer,Mexico City,Mexico,North America,2020,345000000,"SoftBank Latin America Fund, Advent International, Balderton Capital",2021,1,2.898550724637681
MindTickle,1000000000,2021-08-03,Internet software & services,San Francisco,United States,North America,2012,281000000,"Qualcomm Ventures, Accel, Canaan Partners",2021,9,3.5587188612099645
MyGlamm,1000000000,2021-11-10,E-commerce & direct-to-consumer,Mumbai,India,Asia,2015,310000000,"L'Occitane, Trifecta Capital, Bessemer Venture Partners",2021,6,3.225806451612903
Oda,1000000000,2021-06-02,E-commerce & direct-to-consumer,Oslo,Norway,Europe,2013,337000000,"Kinnevik, Softbank Group, Prosus Ventures",2021,8,2.9673590504451037
Offchain Labs,1000000000,2021-08-31,Internet software & services,Princeton,United States,North America,2018,124000000,"Pantera Capital, Polychain Capital, Lightspeed Venture Partners",2021,3,8.064516129032258
Phantom,1000000000,2022-01-31,Fintech,San Francisco,United States,North America,2021,118000000,"Paradigm, Andreessen Horowitz, Jump Capital",2022,1,8.474576271186441
Pilot.com,1000000000,2021-03-26,Fintech,San Francisco,United States,North America,2016,161000000,"Index Ventures, Sequoia Capital, Bezos Expeditions",2021,5,6.211180124223603
Prime Medicine,1000000000,2021-07-13,Health,Cambridge,United States,North America,2019,315000000,"Newpath Partners, Google Ventures, F-Prime Capital",2021,2,3.1746031746031744
Public,1000000000,2021-02-17,Fintech,New York,United States,North America,2008,309000000,"Accel, Greycroft, Advancit Capital",2021,13,3.236245954692557
Qumulo,1000000000,2020-07-16,Data management & analytics,Seattle,United States,North America,2012,347000000,"Madrona Venture Group, Kleiner Perkins Caufield & Byers, Highland Capital Partners",2020,8,2.881844380403458
Rohlik,1000000000,2021-07-01,"Supply chain, logistics, & delivery",Prague,Czech Republic,Europe,2019,380000000,"Partech Partners, Index Ventures, Quadrille Capital",2021,2,2.6315789473684212
SeekOut,1000000000,2022-01-12,Internet software & services,Bellevue,United States,North America,2017,189000000,"Mayfield, Madrona Venture Group, Tiger Global Management",2022,5,5.291005291005291
SmartMore,1000000000,2021-06-24,Artificial Intelligence,Shenzhen,China,Asia,2019,300000000,"IDG Capital, ZhenFund, Sequoia Capital China",2021,2,3.3333333333333335
Tealium,1000000000,2021-02-03,Internet software & services,San Diego,United States,North America,2008,264000000,"Georgian Partners, Silver Lake, Presidio Ventures",2021,13,3.787878787878788
UpGrad,1000000000,2021-08-09,Edtech,Mumbai,India,Asia,2015,194000000,"Qualcomm Ventures, Accel, Canaan Partners",2021,6,5.154639175257732
Workhuman,1000000000,2020-06-23,Internet software & services,Dublin,Ireland,Europe,1999,9000000,ICG,2020,21,111.11111111111111
Xpressbees,1000000000,2022-02-09,"Supply chain, logistics, & delivery",Pune,India,Asia,2012,573000000,"Norwest Venture Partners, Investcorp, Blackstone",2022,10,1.7452006980802792
L&P Cosmetic,1000000000,2016-01-01,Consumer & retail,Seoul,South Korea,Asia,2009,33000000,CDIB Capital,2016,7,30.303030303030305
Mininglamp Technology,1000000000,2019-03-27,Artificial intelligence,Beijing,China,Asia,2014,787000000,"Russia-China Investment Fund, Tencent Holdings, Sequoia Capital China",2019,5,1.2706480304955527
